Title,IMDB Rating,Worldwide Gross
Stealth,4.8,76416746
Home on the Range,5.4,76482461
Bend it Like Beckham,6.9,76583333
The Number 23,6.2,76593167
Coach Carter,7.1,76669806
Righteous Kill,6.0,76781410
Barbershop,6.2,77081642
The Back-up Plan,4.4,77090007
The Unborn,4.5,77208315
Vicky Cristina Barcelona,7.4,77213577
Money Train,5.2,77224232
Windtalkers,5.8,77628265
Collateral Damage,5.2,78353508
Showtime,5.3,78948765
Hot Fuzz,8.0,79197493
"Goodbye, Lenin!",3.3,79316616
Finding Forrester,7.2,80013623
Hostel,5.7,80578934
The Strangers,6.0,80597610
The Rookie,5.5,80693537
The Rundown,6.6,80831893
Hope Floats,5.3,81529000
Sky High,6.6,81627454
Reign of Fire,5.9,82150183
28 Days Later...,7.6,82719885
In & Out,6.1,83226569
El Laberinto del Fauno,8.4,83234615
Assassins,5.9,83306268
Snatch,8.2,83593107
Date Movie,2.6,84548426
Meet the Spartans,2.4,84646831
The Transporter 2,6.6,85095856
The Whole Nine Yards,6.6,85262492
Stripes,6.8,85300000
Volver,4.4,85599867
Tears of the Sun,6.4,85632458
Drag Me To Hell,7.1,85724728
Old School,7.0,86325829
The Kingdom,7.1,86509602
Rat Race,6.4,86607223
Epic Movie,2.2,86858578
Match Point,7.8,87989926
Gwoemul,7.1,89006691
Anchorman: The Legend of Ron Burgundy,7.0,89366354
Stigmata,6.0,89441732
Final Destination 2,6.4,89626226
Identity,7.3,90231264
Bring it On,5.9,90453550
Galaxy Quest,7.2,90523726
Autumn in New York,4.8,90717684
Kangaroo Jack,4.1,90723216
Romeo Must Die,5.9,91036760
The Family Stone,6.3,91762868
Four Brothers,6.8,92494381
The Skeleton Key,6.5,92907715
Deuce Bigalow: Male Gigolo,5.6,92935067
Michael Clayton,7.5,92987651
Racing Stripes,5.2,93772522
The River Wild,6.2,94215000
The Wedding Planner,4.8,94728529
40 Days and 40 Nights,5.4,95092667
Underworld,6.7,95708457
Red-Eye,6.5,95891803
The 6th Day,5.8,96024898
The Butterfly Effect,7.8,96046844
8MM,6.3,96398826
13 Going On 30,6.1,96439723
Phone Booth,7.2,97837138
Are We There Yet?,4.2,97918663
Once Upon a Time in Mexico,6.2,98156459
Evolution,5.9,98341932
Crash,6.1,98387109
Zombieland,7.8,98690286
Bowfinger,6.4,98699769
Les Visiteurs,6.7,98754000
Nacho Libre,5.7,99197993
The Wild,5.4,99384046
Hitman,6.8,99965792
Any Given Sunday,6.6,100230832
Little Miss Sunshine,8.0,100523181
Courage Under Fire,6.6,100833145
Scream 2,5.9,101363301
Mars Attacks!,6.3,101371017
Miss Congeniality 2: Armed and Fabulous,4.7,101382396
Little Man,5.7,101636047
John Q,6.6,102226631
Ladder 49,6.5,102332848
The Cable Guy,5.8,102825796
Saw,7.7,103096345
Snake Eyes,5.8,103891409
Under Siege 2: Dark Territory,5.1,104324083
Dragonheart,6.2,104364680
Training Day,7.6,104505362
The Brothers Grimm,5.9,105299638
Made of Honor,5.5,105508112
Mission to Mars,5.1,106000000
Lost in Translation,7.9,106454000
Spirit: Stallion of the Cimarron,6.6,106515310
The Chronicles of Riddick,6.4,107212751
Ace Ventura: Pet Detective,6.6,107217396
Hidalgo,6.6,107336658
Three Kings,7.3,107752036
The American President,6.8,107822813
Planet 51,6.1,108005745
Billy Elliot,7.7,109280263
Fool's Gold,7.6,109362966
The Net,5.6,110521733
The Forgotton,4.9,111311892
Underworld: Evolution,6.6,111318875
White Chicks,5.0,111448997
Final Destination 3,5.9,112798051
Final Destination,6.8,112802314
Saw V,5.7,113146769
Law Abiding Citizen,7.2,113190972
Species,5.6,113354449
The Score,6.8,113542091
Bride Wars,5.0,115150424
Step Up,6.1,115328121
Blue Streak,5.9,117448157
Disturbia,7.0,117573043
Apocalypto,7.9,117785051
Beverly Hills Cop III,5.0,119180938
Stepmom,6.2,119709917
Road Trip,6.4,119739110
Volcano,5.2,120100000
Intolerable Cruelty,6.4,121327628
Mona Lisa Smile,6.1,121598309
Executive Decision,6.3,122079192
Hide and Seek,5.6,123100486
The Family Man,6.6,124715863
American Wedding,6.1,126425115
U-571,6.4,127630030
Failure to Launch,5.6,128402901
Space Cowboys,6.3,128874043
Jingle All the Way,4.9,129832389
"You, Me and Dupree",6.1,130402010
Wolf,6.0,131011757
The School of Rock,7.2,131161177
Save the Last Dance,5.9,131638276
Saw IV,6.0,134528909
Babel,7.6,135302837
Anaconda,4.2,136998907
Big Momma's House 2,4.0,137047376
Conspiracy Theory,6.5,137118990
Monster House,6.8,140161010
Scary Movie 2,4.7,141189101
Bad Boys,6.6,141247413
Legally Blonde,6.2,141743426
Phenomenon,6.3,142836382
Spy Game,6.9,143049560
Surf's Up,7.0,145395745
Music and Lyrics,6.6,145556146
Blades of Glory,6.5,145594548
The Book of Eli,6.9,146452390
Swordfish,6.3,147080413
The Mexican,5.9,147808615
The Game Plan,6.3,147914546
Broken Arrow,5.8,148345997
"Me, Myself & Irene",6.9,149270999
Step Up 2 the Streets,5.6,150017783
Mononoke-hime,8.3,150350000
Speed II: Cruise Control,3.4,150468000
Kill Bill: Volume 2,8.0,150907920
Date Night,6.5,152253432
Antz,6.8,152457863
Saw II,6.8,152925093
Maid in Manhattan,4.6,154832896
Scary Movie 3,5.4,155200000
Monster-in-Law,5.1,155931301
America's Sweethearts,5.7,157627733
Alien³,6.3,158500000
Daylight,5.4,158908290
Crimson Tide,7.2,159387195
Johnny English,5.8,160323929
Alien: Resurrection,6.2,160700000
Scream 3,5.3,161838076
Talladega Nights: The Ballad of Ricky Bobby,6.4,163013377
The Island,6.9,163018913
Sweet Home Alabama,5.8,163379330
The Happening,5.2,163403799
Burn After Reading,7.2,163415735
Four Christmases,5.7,163546040
Saw III,6.3,163876815
The Interpreter,6.5,163954076
Daddy Day Care,5.5,164285587
Bringing Down the House,5.4,164675402
"Six Days, Seven Nights",4.7,164800000
Deep Blue Sea,5.6,165048228
Seven Pounds,7.6,166617328
Dodgeball: A True Underdog Story,6.6,167726736
Spy Kids 3-D: Game Over,4.1,167851995
The Emperor's New Groove,7.4,169296573
Superbad,7.8,169863226
Along Came Polly,5.8,170360435
Cloverfield,7.4,170764033
Blood Diamond,8.0,171377916
Couples Retreat,5.5,172450423
The Santa Clause 2,5.5,172825854
Scream,2.9,173046663
Evan Almighty,5.5,173219280
Big Momma's House,4.7,173559438
Le Fabuleux destin d'AmÈlie Poulain,8.5,174201661
Analyze This,6.6,176885658
The 40 Year-old Virgin,7.5,177339049
Flushed Away,7.0,177665672
Double Jeopardy,6.0,177835231
Eagle Eye,6.6,178066569
Dante's Peak,5.6,178200000
Scary Movie 4,5.0,178710620
Moulin Rouge,7.3,179213196
Kill Bill: Volume 1,8.2,180098138
Paul Blart: Mall Cop,5.3,180449670
DÈj‡ Vu,7.0,181038616
Aliens,7.5,183316455
Inside Man,7.7,184634237
I Now Pronounce You Chuck and Larry,6.1,185708462
Wallace & Gromit: The Curse of the Were-Rabbit,7.9,185724838
The Final Destination,4.9,185777700
Tropic Thunder,7.2,188163455
The Santa Clause,6.1,189800000
Other Season,6.0,189901703
The Waterboy,5.7,190191646
Gangs of New York,7.4,190400000
Hollow Man,5.5,191200000
Paranormal Activity,6.7,193770453
Anger Management,6.1,195660942
Panic Room,6.9,196308367
50 First Dates,6.8,196376832
Stargate,6.7,196565669
Spy Kids,5.7,197692062
The Pacifier,5.3,198006880
Two Weeks Notice,5.8,199043309
Gake no ue no Ponyo,7.8,199090399
Cats & Dogs,5.2,200700000
The Break Up,5.9,202944203
The Ugly Truth,6.4,203115214
Alien,8.5,203630630
The Holiday,6.9,205190324
District 9,8.3,206552113
Australia,6.8,207482792
The Others,7.8,209947037
Kingdom of Heaven,7.1,211398413
Entrapment,6.1,211700000
End of Days,5.4,212026975
Miss Congeniality,6.1,212100000
Ace Ventura: When Nature Calls,5.6,212400000
Pulp Fiction,8.9,212928762
Vertical Limit,5.6,213500000
The Patriot,6.9,215300000
Valentine's Day,5.7,215771698
Collateral,7.8,217670152
Knocked Up,7.5,218994109
Elf,6.8,220443451
Con Air,6.6,224117573
It's Complicated,6.7,224614744
Taken,4.8,225461461
Flightplan,6.2,225706988
Good Will Hunting,8.1,225933435
Chicken Run,7.3,227793915
Knight and Day,6.6,228937227
Juno,7.9,230327671
Eraser,5.9,234400000
Big Daddy,4.7,234779795
American Pie,6.9,234800000
Click,5.0,237555633
Batman & Robin,3.5,238317814
Face/Off,7.3,241200000
Four Weddings and a Funeral,7.1,242895809
8 Mile,6.7,242924075
Bienvenue chez les Ch'tis,7.0,243470856
Rush Hour,6.8,245300000
Lilo & Stitch,7.1,245800000
Dumb & Dumber,7.2,246400000
Love Actually,7.9,247967903
Unbreakable,7.3,248099143
The Blair Witch Project,6.2,248300000
The Truman Show,8.0,248400000
Space Jam,5.6,250200000
Grown Ups,5.8,250294625
Enemy of the State,7.2,250649836
Rush Hour 3,6.0,253025968
The Full Monty,7.2,257938649
The Village,6.6,260197520
Robots,6.4,260700012
The Fifth Element,7.4,263900000
Waterworld,5.7,264246220
Something's Gotta Give,6.8,266685242
Batman Returns,6.9,266822354
xXx,5.5,267200000
"10,000 B.C.",5.8,269065678
Bad Boys II,6.2,272940870
Jerry Maguire,7.2,274000000
Beverly Hills Cop II,6.1,276665036
Scary Movie,6.0,277200000
Shakespeare in Love,7.4,279500000
Speed,2.6,283200000
Lethal Weapon 4,6.4,285400000
American Pie 2,6.2,286500000
My Best Friend's Wedding,6.2,287200000
G-Force,5.0,287389685
Bee Movie,6.3,287594577
What Lies Beneath,6.5,288693989
Ghostbusters,6.8,291632124
Austin Powers in Goldmember,6.2,292738626
Van Helsing,5.5,300150546
Meet the Parents,7.0,301500000
Liar Liar,6.7,302710615
Runaway Bride,5.2,308007919
Ransom,6.6,308700000
Austin Powers: The Spy Who Shagged Me,6.6,309600000
Bolt,7.4,313953579
As Good as it Gets,7.8,314111923
Chicken Little,5.8,314432738
Air Force One,6.3,315268353
The Proposal,5.4,317358031
Lethal Weapon 3,6.5,319700000
Inglourious Basterds,8.4,320389438
Se7en,8.7,328125643
The Rock,7.2,336069511
Batman Forever,5.4,336529144
Enchanted,7.5,340384141
National Treasure,6.9,347405002
Rush Hour 2,6.4,347425832
Deep Impact,6.0,349464664
Dinosaur,6.2,356148063
American Beauty,8.6,356258047
Home Alone 2: Lost in New York,5.8,358994850
There's Something About Mary,7.2,360099999
Toy Story,8.2,361948825
A Bug's Life,7.3,363109485
Notting Hill,6.9,363728226
Slumdog Millionaire,8.3,365257315
Hitch,5.7,366784257
Shark Tale,5.9,367275019
What Women Want,6.3,372100000
Ice Age,7.4,383257136
Happy Feet,6.7,385000317
Raiders of the Lost Ark,8.7,386800358
Signs,6.9,408265690
The Matrix Revolutions,6.5,424259759
Cast Away,7.5,427230516
Terminator 3: Rise of the Machines,6.6,433058296
The Last Samurai,7.8,456810575
Gladiator,8.3,457683805
The Matrix,8.7,460279930
Cars,7.5,461923762
The Hangover,7.9,465132119
Home Alone,7.0,476684675
Mr. And Mrs. Smith,4.7,478336279
Saving Private Ryan,8.5,481635085
Toy Story 2,8.0,484966906
Bruce Almighty,6.6,485004995
Aladdin,7.8,504050219
Meet the Fockers,6.4,516567575
Terminator 2: Judgment Day,8.5,516816151
"Monsters, Inc.",7.4,526864330
Madagascar,6.6,532680671
WALL-E,8.5,532743103
The Day After Tomorrow,6.3,544272402
Armageddon,6.1,554600000
Madagascar: Escape 2 Africa,6.8,599516844
Ratatouille,8.1,620495432
Hancock,6.5,624346274
The Incredibles,8.1,632882184
Ice Age: The Meltdown,6.9,651899282
The Sixth Sense,8.2,672806292
Up,8.4,731304609
The Matrix Reloaded,7.1,738576929
Inception,9.1,753830280
2012,6.2,766812167
The Lion King,8.2,783839505
Indiana Jones and the Kingdom of the Crystal Skull,6.6,786558145
ET: The Extra-Terrestrial,7.9,792910554
Independence Day,6.5,817400878
Finding Nemo,8.2,867894287
Ice Age: Dawn of the Dinosaurs,7.1,886685941
Toy Story 3,8.9,1046340665
Titanic,7.4,1842879955
Avatar,8.3,2767891499
Marilyn Hotchkiss' Ballroom Dancing and Charm School,6.6,399114
Swept Away,3.4,598645
Gloria,4.7,4967493
Night of the Living Dead,6.6,5835247
Willard,6.2,6882696
I Think I Love My Wife,5.5,13205411
Wicker Park,6.9,13400080
Kiss of Death,7.6,14942422
Solaris,6.2,14970038
Just Visiting,5.6,16172200
Black Christmas,4.3,16235738
Catch That Kid,4.7,16930762
School for Scoundrels,6.0,17807569
Get Carter,4.8,19417182
Rollerball,2.8,25852508
Sorority Row,5.1,26735797
Brooklyn's Finest,6.9,28319627
The Out-of-Towners,4.9,28544120
The Stepfather,5.3,29227561
Pulse,5.0,29771485
Double Take,6.8,29823162
The Bad News Bears,7.1,33500620
Flight of the Phoenix,6.0,34009180
Alfie,6.1,35195939
Father's Day,4.8,35681080
What a Girl Wants,5.7,35990505
Assault On Precinct 13,7.4,36040895
The Bachelor,4.8,36882378
The Fog,3.3,37048526
Psycho,4.5,37226218
The Hills Have Eyes II,5.0,37466538
The Invasion,6.0,40147042
Death at a Funeral,5.1,42739347
The Crazies,6.7,43027734
Last Holiday,6.3,43343247
Scarface,8.2,44942821
Bangkok Dangerous,5.4,46598133
Walking Tall,6.0,47313824
Dark Water,5.6,49473093
The Texas Chainsaw Massacre: The Beginning,5.8,50517763
Mighty Joe Young,5.4,50632037
The Eye,5.3,56706727
Prom Night,5.1,57109687
Sweet November,6.0,65754228
When a Stranger Calls,4.7,66966987
The Grudge 2,4.6,68643839
The Hills Have Eyes,6.5,69623713
3:10 to Yuma,7.9,69791889
House of Wax,5.4,70064800
Down to Earth,5.0,71172251
Around the World in 80 Days,5.6,72004159
"Yours, Mine and Ours",7.6,72359917
Death Race,6.6,72516819
The Ladykillers,6.2,77692139
Fame,4.5,77956957
Les Choristes,7.8,83529758
Sabrina,6.0,87100000
The Shaggy Dog,4.1,87123569
Bedazzled,5.9,90376224
No Reservations,6.3,92107979
The Manchurian Candidate,6.7,96148711
The Stepford Wives,5.1,96221971
My Bloody Valentine,5.7,98817028
Guess Who,5.7,102115888
Dawn of the Dead,7.4,102290765
The Texas Chainsaw Massacre,6.1,107071655
Shaft,5.9,107190108
The Amityville Horror/Thriller,5.8,108047131
Insomnia,6.3,113622499
The Lake House,6.8,114830111
Shall We Dance?,7.6,118097882
Man on Fire,7.7,118706816
Unfaithful,6.6,119114494
The Omen,5.4,119607383
Eight Below,7.3,120612565
The Thomas Crown Affair,6.7,124304264
Cheaper by the Dozen 2,5.2,135015330
The Legend of Zorro,5.7,141475336
The Wolf Man,7.4,142422252
The Taking of Pelham 123,6.5,148989667
The Jackal,6.0,159356941
Freaky Friday,6.5,160822438
Nutty Professor II: The Klumps,4.3,161600000
The Ring Two,5.1,161941727
The Italian Job,6.9,175826012
Doctor Dolittle 2,6.0,176101721
Flubber,4.6,177993801
Poseidon,5.6,181674817
Cape Fear,7.3,182291969
The Grudge,5.7,187281115
Cheaper by the Dozen,5.6,189714544
The Longest Yard,6.2,190320568
City of Angels,6.4,198750909
Fun With Dick And Jane,6.3,202250000
Vanilla Sky,6.9,202726605
Hairspray,7.2,202823091
The Mask of Zorro,6.7,233700000
The Ring,5.5,249094024
The Nutty Professor,5.6,273814019
The Departed,8.5,290539042
Doctor Dolittle,5.2,294156605
Ocean's Thirteen,6.9,311744465
The Karate Kid,6.1,350591618
Planet of the Apes,5.5,362211740
Ocean's Twelve,6.0,363531634
True Lies,7.2,365300000
Godzilla,4.8,376000000
The Mummy: Tomb of the Dragon Emperor,5.1,397912118
The Mummy,6.8,416385488
The Mummy Returns,6.2,433007640
Ocean's Eleven,7.6,450728529
Charlie and the Chocolate Factory,7.1,474459076
King Kong,7.6,550517357
The War of the Worlds,7.2,591745532
Jay and Silent Bob Strike Back,6.8,33762400
Beauty Shop,5.3,38351350
The Tigger Movie,6.0,55159800
Elektra,4.9,56409722
Freddy vs. Jason,5.8,114326122
The Scorpion King,5.3,164529000
AVP: Alien Vs. Predator,5.4,172543519
X-Men Origins: Wolverine,6.7,374825760
Sydney White,6.2,12778631
A Cinderella Story,5.4,70067909
D-War,3.8,79915361
Sinbad: Legend of the Seven Seas,6.6,80767884
Hoodwinked,6.7,110011106
First Knight,5.6,127361412
King Arthur,6.2,203877963
Mulan,7.2,303500000
Robin Hood,6.9,310885538
Robin Hood: Prince of Thieves,6.7,390500000
Spiceworld,2.9,56042592
